eventID,year,locality,verbatimLocality,recordedBy,georeferenceSources,decimalLatitude,decimalLongitude,lat,long,uncertainty,n
"MSUM,Guanica State Forest,1997",1997,Guanica State Forest,Caribbean | Puerto Rico | Guanica State Forest,Kristen Genet,,NA,NA,17.9635831,-66.8759011,5000,2
"MSUM,Playa Santa,1997",1997,Playa Santa,Caribbean | Puerto Rico | Playa Santa,Kristen Genet,,NA,NA,NA,NA,NA,1
"MCZ,Humacao, Caribbean National Forest, Ranger Station at entrance to C.N.F., 1.7mi.N. of El Verde Field Station [VERBATIM ELEVATION:80m],1987",1987,"Humacao, Caribbean National Forest, Ranger Station at entrance to C.N.F., 1.7mi.N. of El Verde Field Station [VERBATIM ELEVATION:80m]","Puerto Rico:Hamacao;Carribean National Forest, Ranger Station at entrance to C.N.F., 1.7mi N of El Verde Field Station on Rte 186","Lawrence, LWoolbright",,NA,NA,18.340107,-65.825021,500,1
"Universidad del Valle,Bosque estatal de Guánica, a 8 Km S.E de Guánica,2003",2003,"Bosque estatal de Guánica, a 8 Km S.E de Guánica",,Leal M.,,NA,NA,NA,NA,NA,2
"KU,Happy Landing Restaurant,1983",1983,Happy Landing Restaurant,,"Lee, Julian",,NA,NA,NA,NA,NA,3
"KU,Rio Abajo,1983",1983,Rio Abajo,,"Lee, Julian; Moreno, Jorge",,NA,NA,18.333296,-66.7172861,2500,17
"KU,Bosque Carrite,1983",1983,Bosque Carrite,,"Lee, Julian; Moreno, Jorge; Herbert, L",,NA,NA,18.0955167,-66.0634117,5000,12
"KU,Flamenco Beach,1983",1983,Flamenco Beach,,"Lee, Julian; Moreno, Jorge; Salzburg, M",,NA,NA,18.32796,-65.315775,1000,62
"KU,Playa Luquillo: km 43.5,1983",1983,Playa Luquillo: km 43.5,,"Lee, Julian; Moreno, Jorge; Salzburg, M",,NA,NA,18.3831794,-65.7313321,500,22
"KU,Playa tostugeo,1983",1983,Playa tostugeo,,"Lee, Julian; Moreno, Jorge; Salzburg, M",,NA,NA,18.468365,-66.451685,1000,19
"MCZ,Utuado: Puerto Rico,1900",1900,Utuado: Puerto Rico,"Utuado, Puerto Rico",Leonhard Hess Stejneger,,NA,NA,NA,NA,NA,1
"MCZ,Vieques, Cayo de Tierra,2007",2007,"Vieques, Cayo de Tierra","Puerto Rico, Vieques, Cayo de Tierra",Liam Revell,unknown,18.08895,-65.46711,18.08895,-65.46711,500,1
"CM,MAGUEYES ISLAND,1959",1959,MAGUEYES ISLAND,North America | Puerto Rico | Puerto Rico | Greater Antilles | Caribbean Sea | MAGUEYES ISLAND,"LOPEZ, JORGE R",,NA,NA,NA,NA,NA,6
"MCZ,Humacao, Caribbean National Forest,1981",1981,"Humacao, Caribbean National Forest",Puerto Rico:Hamacao;Carribean National Forest,LWoolbright,,NA,NA,NA,NA,NA,1
"MCZ,Puerto Rico: Guanica Forest.,1969",1969,Puerto Rico: Guanica Forest.,Puerto Rico: Guanica Forest.,Martin H. Muma,,NA,NA,NA,NA,NA,1
"MCZ,Mun. Rio Grande; El Verde Field Station, Stream House,2004",2004,"Mun. Rio Grande; El Verde Field Station, Stream House","Near Rio Grand, Puerto Rico at El Verde Field Station Stream House",Michele Johnson,,NA,NA,18.34183,-65.82483,500,220
"MCZ,El Verde Field Station, near Rio Grande, Puerto Rico,2004",2004,"El Verde Field Station, near Rio Grande, Puerto Rico","Near Rio Grande, Puerto Rico at El Verde Field Station",Michele Johnson,unknown,18.32767,-65.82617,18.321249,-65.8198151,500,159
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.34183,-65.82483,18.34183,-65.82483,500,69
"MCZ,Mun. Rio Grande; El Verde Field Station Stream House,2004",2004,Mun. Rio Grande; El Verde Field Station Stream House,"Near Rio Grand, Puerto Rico at El Verde Field Station Stream House",Michele Johnson,unknown,18.34183,-65.82483,18.34183,-65.82483,500,36
"MCZ,Mun. Rio Grande; El Verde Field Station, Stream House,2004",2004,"Mun. Rio Grande; El Verde Field Station, Stream House","Near Rio Grand, Puerto Rico at El Verde Field Station Stream House",Michele Johnson,unknown,18.32767,-65.82617,18.32767,-65.82617,500,26
"MCZ,Mun. Rio Grande; El Verde Field Station,2003",2003,Mun. Rio Grande; El Verde Field Station,"near Rio Grande, Puerto Rico at El Verde Field Station",Michele Johnson,unknown,18.32767,-65.82617,18.321249,-65.8198151,500,24
"MCZ,Mun. Rio Grande; El Verde Field Station,2003",2003,Mun. Rio Grande; El Verde Field Station,"near Rio Grande, Puerto Rico at El Verde Field Station",Michele Johnson,unknown,17.97698,-65.93,18.321249,-65.8198151,500,20
"MCZ,Mun. Rio Grande; El Verde Field Station,2003",2003,Mun. Rio Grande; El Verde Field Station,"near Rio Grande, Puerto Rico at El Verde Field Station",Michele Johnson,unknown,17.9855,-66.00433,18.321249,-65.8198151,500,18
"MCZ,Mun. Rio Grande; El Verde Field Station,2003",2003,Mun. Rio Grande; El Verde Field Station,"near Rio Grande, Puerto Rico at El Verde Field Station",Michele Johnson,unknown,17.99367,-65.90597,18.321249,-65.8198151,500,18
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32767,-65.82617,18.32767,-65.82617,1000,16
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c107) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,14
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c176) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,6
"MCZ,Mun. Rio Grande; El Verde Field Station Stream House,2004",2004,Mun. Rio Grande; El Verde Field Station Stream House,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.34183,-65.82483,18.34183,-65.82483,1000,4
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c178) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,4
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c159) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,4
"MCZ,Mun. Rio Grande; El Verde Field Station, Stream House,2004",2004,"Mun. Rio Grande; El Verde Field Station, Stream House","Female parent (k239) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,4
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c151) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,4
"MCZ,Mun. Rio Grande; El Verde Field Station, Stream House,2004",2004,"Mun. Rio Grande; El Verde Field Station, Stream House","Female parent (k228) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,4
"MCZ,Mun. Rio Grande; El Verde Field Station, Stream House,2004",2004,"Mun. Rio Grande; El Verde Field Station, Stream House","Female parent (k249) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,3
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c175) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,3
"MCZ,Mun. Rio Grande; El Verde Field Station, Stream House,2004",2004,"Mun. Rio Grande; El Verde Field Station, Stream House","Female parent (k243) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,3
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c173) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,3
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c167) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,3
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c133) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,3
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c115) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,3
"MCZ,Mun. Rio Grande; El Verde Field Station, Stream House,2005",2005,"Mun. Rio Grande; El Verde Field Station, Stream House","Near Rio Grand, Puerto Rico at El Verde Field Station Stream House",Michele Johnson,unknown,18.32767,-65.82617,18.34183,-65.82483,500,2
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32117,-65.81967,18.32117,-65.81967,30,2
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.3275,-65.826,18.3275,-65.826,30,2
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.321,-65.8195,18.321,-65.8195,30,2
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c145) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,2
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c154) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,2
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c148) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,2
"MCZ,Mun. Rio Grande; El Verde Field Station, Stream House,2004",2004,"Mun. Rio Grande; El Verde Field Station, Stream House","Female parent (k248) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,2
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c143) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,2
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c104) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,2
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c106) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,2
"MCZ,Mun. Rio Grande; El Verde Field Station,2005",2005,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.34183,-65.82483,18.34183,-65.82483,500,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32333,-65.82183,18.32333,-65.82183,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32733,-65.82583,18.32733,-65.82583,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32433,-65.82283,18.32433,-65.82283,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32067,-65.81917,18.32067,-65.81917,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32483,-65.82333,18.32483,-65.82333,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.3205,-65.819,18.3205,-65.819,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.322,-65.8205,18.322,-65.8205,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32417,-65.82267,18.32417,-65.82267,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32283,-65.82133,18.32283,-65.82133,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32467,-65.82317,18.32467,-65.82317,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32783,-65.82633,18.32783,-65.82633,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.3265,-65.825,18.3265,-65.825,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32367,-65.82217,18.32367,-65.82217,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32217,-65.82067,18.32217,-65.82067,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32383,-65.82233,18.32383,-65.82233,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.3225,-65.821,18.3225,-65.821,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32033,-65.81883,18.32033,-65.81883,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32583,-65.82433,18.32583,-65.82433,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.325,-65.8235,18.325,-65.8235,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32133,-65.81983,18.32133,-65.81983,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32167,-65.82017,18.32167,-65.82017,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32567,-65.82417,18.32567,-65.82417,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.3255,-65.824,18.3255,-65.824,30,1
"MCZ,Rio Grande; El Verde Field Station, Stream House,2004",2004,"Rio Grande; El Verde Field Station, Stream House","Near Rio Grand, Puerto Rico at El Verde Field Station Stream House",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.326,-65.8245,18.326,-65.8245,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.3215,-65.82,18.3215,-65.82,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32533,-65.82383,18.32533,-65.82383,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32317,-65.82167,18.32317,-65.82167,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32517,-65.82367,18.32517,-65.82367,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32633,-65.82483,18.32633,-65.82483,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.3245,-65.823,18.3245,-65.823,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32617,-65.82467,18.32617,-65.82467,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32267,-65.82117,18.32267,-65.82117,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.3235,-65.822,18.3235,-65.822,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station, Stream House,2004",2004,"Mun. Rio Grande; El Verde Field Station, Stream House","Near Rio Grand, Puerto Rico at El Verde Field Station Stream House",Michele Johnson,unknown,18.34183,-65.82483,18.34183,-65.82483,500,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32667,-65.82517,18.32667,-65.82517,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.323,-65.8215,18.323,-65.8215,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Near Rio Grand, Puerto Rico at El Verde Field Station or Stream House",Michele Johnson,unknown,18.32183,-65.82033,18.32183,-65.82033,30,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c171) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,1
"MCZ,Mun. Rio Grande; El Verde Field Station, Stream House,2004",2004,"Mun. Rio Grande; El Verde Field Station, Stream House","Female parent (k234) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c116) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c139) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c119) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,1
"MCZ,Mun. Rio Grande; El Verde Field Station,2004",2004,Mun. Rio Grande; El Verde Field Station,"Female parent (c153) captured at El Verde Field Station, near Rio Grange, Puerto Rico",Michele Johnson,,NA,NA,18.34183,-65.82483,1000,1
"KU,No locality data,1978",1978,No locality data,,"Morales, W",,NA,NA,NA,NA,NA,9
"KU,No locality data,1982",1982,No locality data,,"Morales, W",,NA,NA,NA,NA,NA,5
"KU,between Ciales and Jayuya,1978",1978,between Ciales and Jayuya,,"Morales, W",,NA,NA,NA,NA,NA,3
"KU,between Yabucoa and Maunabo,1979",1979,between Yabucoa and Maunabo,,"Morales, W",,NA,NA,NA,NA,NA,1
"KU,El Verde,1982",1982,El Verde,,"Moreno, Jorge",,NA,NA,18.321054,-65.819733,5000,4
"KU,Rio Piedras,1982",1982,Rio Piedras,,"Moreno, Jorge",,NA,NA,18.391651,-66.056869,500,2
"KU,El Tuque,1982",1982,El Tuque,,"Moreno, Jorge",,NA,NA,NA,NA,NA,2
"KU,Balneario Boqueron: S.W.,1982",1982,Balneario Boqueron: S.W.,,"Moreno, Jorge",,NA,NA,NA,NA,NA,1
"KU,No locality data,1982",1982,No locality data,,"Moreno, Jorge",,NA,NA,NA,NA,NA,1
"KU,2 km S Pueblito de Ponce,1965",1965,2 km S Pueblito de Ponce,,NA,Google Earth; Tele Atlas 2007,18.4185,-66.9655,18.4202304,-66.9653398,500,2
"KU,Anclaje Sardinera,1965",1965,Anclaje Sardinera,,NA,,NA,NA,NA,NA,NA,1
"KU,1 km S Pueblito de Ponce,1965",1965,1 km S Pueblito de Ponce,,NA,Google Earth; Tele Atlas 2007,18.4261,-66.9677,18.4261,-66.9677,500,1
"KU,5.5 mi NE Utuado,1962",1962,5.5 mi NE Utuado,,natives,BioGeomancer 1.1.4,18.32405,-66.64164,18.319898,-66.642098,4400,1
"YPM,Dept. de Recursos Naturales y Ambientales,2002",2002,Dept. de Recursos Naturales y Ambientales,,Nicolas E. Gauthier,,18.4683,-66.1061,18.4683,-66.1061,100,1
"MCZ,Puerto Rico: 1.25m E Rio Grande,1971",1971,Puerto Rico: 1.25m E Rio Grande,Puerto Rico: 1.25m. E Rio Grande,P. Licht,,NA,NA,18.37568,-65.821398,1000,251
"MCZ,east [VERBATIM ELEVATION:800-200ft QIT],1971",1971,east [VERBATIM ELEVATION:800-200ft QIT],"East Puerto Rico,800-200' QIT",P. Licht,,NA,NA,NA,NA,NA,30
"MCZ,1.25m. E. Rio Grande,1971",1971,1.25m. E. Rio Grande,Puerto Rico: 1.25m. E. Rio Grande,P. Licht,,NA,NA,18.373934,-65.860085,602,15
"MCZ,Ensenada,1972",1972,Ensenada,Puerto Rico;Ensenada,P. Licht,,NA,NA,NA,NA,NA,3
"MCZ,Dorado Beach,1972",1972,Dorado Beach,Puerto Rico;Dorado Beach,P. Licht,,NA,NA,NA,NA,NA,2
"MCZ,1,25m E. Rio Grande,1971",1971,"1,25m E. Rio Grande",Puerto Rico:1.25m. E. Rio Grande,P. Licht,,NA,NA,NA,NA,NA,1
"CM,LUQUILLO EXPERIMENTAL FOREST, EL YUNQUE,1969",1969,"LUQUILLO EXPERIMENTAL FOREST, EL YUNQUE","North America | Puerto Rico | Puerto Rico | Greater Antilles | Caribbean Sea | LUQUILLO EXPERIMENTAL FOREST, EL YUNQUE","PISANI, GEORGE R",,18.32,-65.81,NA,NA,NA,1
"CM,CULEBRA,1968",1968,CULEBRA,North America | Puerto Rico | Puerto Rico | Greater Antilles | Caribbean Sea | CULEBRA,"PISANI, GEORGE R",,18.31,-65.3,18.3117457,-65.3048109,2000,1
"CM,LUQUILLO EXPERIMENTAL FOREST, EL YUNQUE,1969",1969,"LUQUILLO EXPERIMENTAL FOREST, EL YUNQUE","North America | Puerto Rico | Puerto Rico | Greater Antilles | Caribbean Sea | LUQUILLO EXPERIMENTAL FOREST, EL YUNQUE","PISANI, GEORGE R AND PATRICIA HENNESSY",,18.32,-65.81,NA,NA,NA,3
"BYU,Dorado Rain Forest, Dorado, Puerto Rico.,1964",1964,"Dorado Rain Forest, Dorado, Puerto Rico.",North America | PUER,"Porter, Richard D.",,NA,NA,18.4419102,-66.2971077,1600,5
"BYU,Maricao Insular Forest, Cordillera Central, 20 miles E, Mayaquez, Puerto Rico.,1964",1964,"Maricao Insular Forest, Cordillera Central, 20 miles E, Mayaquez, Puerto Rico.",North America | PUER,"Porter, Richard D.",,NA,NA,NA,NA,NA,4
"BYU,Luguillo Mts., El Yunkee, El Verde Forest, Puerto Rico.,1964",1964,"Luguillo Mts., El Yunkee, El Verde Forest, Puerto Rico.",North America | PUER,"Porter, Richard D.",,NA,NA,NA,NA,NA,2
"KU,Luquillo Mts: 12.5 km S Palmer,1978",1978,Luquillo Mts: 12.5 km S Palmer,,"Pregill, G",,NA,NA,NA,NA,NA,2
"KU,Campus of University of Puerto Rico,1977",1977,Campus of University of Puerto Rico,,"Pregill, G",,NA,NA,NA,NA,NA,2
"KU,Campus of University of Puerto Rico,1978",1978,Campus of University of Puerto Rico,,"Pregill, G",,NA,NA,NA,NA,NA,1
"KU,Monte Resaca: 6.5 km Dewey,1978",1978,Monte Resaca: 6.5 km Dewey,,"Pregill, G",,NA,NA,NA,NA,NA,1
